DOI,Components,Pressure,Temperature (C),Speed (mm/s),Needle,Cells (e6/ml),Additional notes,
https://10.1016/j.matlet.2019.126893,Alginate [2.5 wt%] PLA Fibers [2 wt%] ,1 Bar,25,25,21 Gauge Cylindrical, ,"After printing .2M CaCl2 was sprayed onto the hydrogel"
https://10.1016/j.matlet.2019.126893,Alginate [4 wt%] Gelatin Methacrylated [6 wt%] Beta Tricalcium Phosphate [0.5 wt%] ,,36,3.9,25 Gauge Cylindrical, ,"0.19M CaCl2 was used as sheath during coaxial printing. Bioink extrusion was at 5.1 uL/min"
https://10.1016/j.matlet.2019.126893,PCL [100 wt%] ,6 Bar,115,1,23 Gauge Cylindrical, ,"PCL MW = 80,000"
https://10.1088/2057-1976/ab54a7,Gelatin Methacrylated [10 wt%] Hyaluronic Acid Methacrylated [2 wt%] ,4 Bar,25,8,200 µm,Bone Marrow-derived Mesenchymal Stem Cells (1),""
https://10.1088/2057-1976/ab54a7,PCL [100 wt%] ,4.8 Bar,165,1.4,200 µm Cylindrical, ,"PCL MW = 45,000"
https://10.1088/2057-1976/ab54a7,PCL [100 wt%] ,4.8 Bar,155,3.5,300 µm Cylindrical, ,"PCL MW = 45,000"
https://10.1088/2057-1976/ab54a7,Pluronic F127 [wt%] ,4.2 Bar,30,6,200 µm Cylindrical, ,""
https://10.1088/2057-1976/ab54a7,PCL [100 wt%] ,4.8 Bar,155,13,400 µm Cylindrical, ,"PCL MW = 45,000"
https://10.1102/jbm.b.34542,PCL [100 wt%] ,500 kPa,130,0.7,400 µm Cylindrical, ,"PCL MN = 80,000"
https://10.1102/jbm.b.34542,PCL [80 wt%] Beta Tricalcium Phosphate [20 wt%] ,500 kPa,160,0.4,400 µm Cylindrical, ,"PCL MN = 80,000"
https://10.3390/mi11010031,PCL [100 wt%] ,700 kPa,80,4 - 6,500 µm Cylindrical, ,"PCL MW = 55,000"
https://10.2217/3dp-2016-0011,PCL [100 wt%] ,5 Bar,110,5,22 Gauge Cylindrical, ,"Average MN 45,000"
https://10.3892/mmr.2018.9076,PCL [10 wt%] PLGA [90 wt%] ,650 kPa,135,1.667,27 Gauge Cylindrical, ,"PCL MW = 50,000; PLGA MW = 50,000 - 75,000 with a LA:GA of 50:50"
https://10.3892/mmr.2018.9076,PCL [50 wt%] PLGA [50 wt%] ,650 kPa,135,1.667,27 Gauge Cylindrical, ,"PCL MW = 50,000; PLGA MW = 50,000 - 75,000 with a LA:GA of 50:50"
https://10.3892/mmr.2018.9076,PCL [90 wt%] PLGA [10 wt%] ,650 kPa,135,1.667,27 Gauge Cylindrical, ,"PCL MW = 50,000; PLGA MW = 50,000 - 75,000 with a LA:GA of 50:50"
https://10.3390/ma11061006,PCL [100 wt%] ,6 Bar,130,2.5,, ,"PCL consists of blend of PCL10 (10kDa) and PCL80 (80kDa) at a ratio of 40:60"
https://10.3390/ma11061006,PVA [6 wt%] ,3.5 Bar,25,2,, ,"1ml of Acrylic acid was added to the solution and subsequently 100 mg N,N Methylenebisacrylamide was added."
https://10.1016/j.acthis.2018.02.010,PCL [100 wt%] ,6 Bar,130,2.3,700 µm Cylindrical, ,"PCL MN = 50,000"
https://10.1016/j.actbio.2017.09.031,PCL [66.6666 wt%] Calcium Polyphosphate Microparticles [33.3333 wt%] ,7.8 Bar,100,3,400 µm Cylindrical, ,"PCL MW = 50,000"
https://10.1016/j.actbio.2017.09.031,PCL [100 wt%] ,8 Bar,100,1,400 µm Cylindrical, ,"PCL MW = 50,000"
https://10.1002/jbm.b.33994,PCL [90 wt%] Hydroxyapatite [10 wt%] ,3 Bar - 3.5 Bar,120,1.8 - 2.2,22 Gauge Cylindrical, ,"PCL MW = 65,000"
https://10.1016/j.bprint.2017.08.001,PCL [100 wt%] ,6 Bar,110,1.4,24 Gauge Cylindrical, ,"50-43 kDA PCL"
https://10.3390/ma10070831,PCL [100 wt%] ,575 kPa - 625 kPa,100,1.333333,200 µm Cylindrical, ,"PCL MW = 50kDa. The paper reports that the PCL was dispensed thorugh a steel nozzle at temperature > 100 °C."
https://10.1039/c7ra04372d,Hyaluronic Acid Methacrylated [1 wt%] Gelatin Methacrylated [4 wt%] Hyaluronic Acid [3 wt%] ,,25,,22 Gauge Cylindrical,Primary Porcine Stromal Vascular Fraction Cells (4),"Construct crosslinked for 40s after print"
https://10.1039/c7ra04372d,PCL [90 wt%] Hydroxyapatite [10 wt%] ,3 Bar - 3.5 Bar,120,1.8 - 2.2,22 Gauge Cylindrical, ,"PCL MW = 65,000"
https://10.1016/j.bprint.2017.04.003,Silicone [100 wt%] ,5 Bar,8,6.2,200 µm Cylindrical, ,""
https://10.1016/j.bprint.2017.04.003,PCL [100 wt%] ,5.6 Bar,80,4,200 µm Cylindrical, ,"PCL MW = 14,000"
https://10.1016/j.msec.2017.05.003,PCL [95 wt%] Nukbone [5 wt%] ,0.7 Bar - 1 Bar,90,0.5 - 0.7,800 µm Cylindrical, ,"Nukbone is a commercially available bovine bone filling. PCL MW = 37,000."
https://10.1016/j.msec.2017.05.003,PCL [95 wt%] Hydroxyapatite [5 wt%] ,0.7 Bar - 1 Bar,90,0.5 - 0.7,800 µm Cylindrical, ,"PCL MW = 37,000."
https://10.1016/j.msec.2017.05.003,PCL [90 wt%] Nukbone [10 wt%] ,0.7 Bar - 1 Bar,90,0.5 - 0.7,800 µm Cylindrical, ,"Nukbone is a commercially available bovine bone filling. PCL MW = 37,000."
https://10.1016/j.msec.2017.05.003,PCL [90 wt%] Hydroxyapatite [10 wt%] ,0.7 Bar - 1 Bar,90,0.5 - 0.7,800 µm Cylindrical, ,"PCL MW = 37,000."
https://10.1016/j.msec.2017.05.003,PCL [80 wt%] Nukbone [20 wt%] ,0.7 Bar - 1 Bar,90,0.5 - 0.7,800 µm Cylindrical, ,"Nukbone is a commercially available bovine bone filling. PCL MW = 37,000."
https://10.1016/j.msec.2017.05.003,PCL [80 wt%] Hydroxyapatite [20 wt%] ,0.7 Bar - 1 Bar,90,0.5 - 0.7,800 µm Cylindrical, ,"PCL MW = 37,000."
https://10.1108/rpj.03-2016-0035,PCL [100 wt%] ,500 kPa,180,0.4,400 µm Cylindrical, ,"PCL Mol Number = 80,000"
https://10.1108/rpj.03-2016-0035,PCL [100 wt%] ,500 kPa,180,0.4,700 µm Cylindrical, ,"PCL Mol Number = 80,000"
https://10.1089/ten.tec.2016.0368,PCL [100 wt%] ,80 kPa,85,1,300 µm Cylindrical, ,"PCL Mol Wt ~ 45,000."
https://10.1089/ten.tec.2016.0368,Alginate [2.5 wt%] ,30 kPa,10,25,200 µm Conical,ATDC5 Chondrocytes (8),"Alginate crosslinked with a nebulizer containing 170 mM CaCl2"
https://10.1016/j.jmbbm.2016.03.024,PCL [100 wt%] ,350 kPa,100,1.2,600 µm Cylindrical, ,"PCL Mol Wt = 43,000 - 50,000"
https://10.1089/3dp.2014.0025,PCL [100 wt%] ,350 kPa,80 - 100,1.2,300 µm Cylindrical, ,"PCL Mol Wt = 43,000 - 50,000"
https://10.1089/3dp.2014.0025,PCL [100 wt%] ,350 kPa,80 - 90,1.2,400 µm Cylindrical, ,"PCL Mol Wt = 43,000 - 50,000"
https://10.1115/1.4031174,PCL [100 wt%] ,500 kPa,120,1.4,300 µm Cylindrical, ,"PCL Mol Wt - 43,500 - 50,000 kDa. Alginate microspheres were delivered into the PCL scaffold"
https://10.1002/adfm.201908349,Gelatin [7.5 wt%] ,0.7 Bar - 1.1 Bar,26 - 27,3 - 6,25 Gauge Cylindrical,Human Umbilical Vein Endothelial Cells (6),"7.5wt% Gelatin was used as a templating bioink. While the other bioinks were used as matrix bioinks in void-free 3D printing. The matrix bioink/templating bioink structure was irradiated using ultraviolet light, then incubated at 37°C to liquify the templating bioink."
https://10.1002/adfm.201908349,Gelatin Methacrylated [7.5 wt%] ,0.7 Bar - 1.1 Bar,22 - 23,3 - 6,25 Gauge Cylindrical, ,""
https://10.1002/adfm.201908349,Gelatin Methacrylated [5 wt%] ,0.7 Bar - 1.1 Bar,19 - 20,3 - 6,25 Gauge Cylindrical, ,""
https://10.1002/adfm.201908349,Hyaluronic Acid Methacrylated [5 wt%] ,0.7 Bar - 1.1 Bar,24,3 - 6,25 Gauge Cylindrical, ,""
https://10.1002/adfm.201908349,Hyaluronic Acid Norbornene [5 wt%] ,0.7 Bar - 1.1 Bar,24,3 - 6,25 Gauge Cylindrical, ,""
https://10.1002/apj.2360,Beta Tricalcium Phosphate [77 wt%] Hydroxyapatite [19.2 wt%] Tripolyphosphate [3.2 wt%] Carboxymethyl Cellulose [0.04 wt%] ,2 Bar,22,4,, ,""
https://10.1002/apj.2360,Gelatin [8 wt%] Elastin [2 wt%] Hyaluronic Acid [0.5 wt%] ,2 Bar,31,15,, ,""
https://10.1016/j.joen.2019.03.004,Gelatin [20 wt%] Alginate [4 wt%] ,20 kPa,37,2,400 µm Cylindrical, ,"5% CaCl2 and 1% Glutaraldehyde was used for crosslinking at 10 and 30 minutes respectively."
https://10.1016/j.jmbbm.2019.02.014,Alginate [3 wt%] ,0.3 Bar,20,14,200 µm Cylindrical,Primary Rat Schwann Cells (0.5),"Crosslinking with CaCl2 was per layer"
https://10.1016/j.jmbbm.2019.02.014,Alginate [1.5 wt%] ,0.1 Bar,20,26,200 µm Cylindrical,Primary Rat Schwann Cells (0.5),"Crosslinking with CaCl2 was per layer"
https://10.1016/j.jmbbm.2019.02.014,Gelatin [50 wt%] ,0.8 Bar,50,16,24 Gauge Cylindrical, ,"Alginate was impregnated into the gelatin framework. After impregnation the gelatin was removed through an incubation process."
https://10.1088/1361-6560/aabd1f,Gelatin [10 wt%] ,0.4 Bar,70,30,Conical, ,"50% of microbubbles by gelatin weight was added to the hydrogel"
https://10.1038/ncomms15261,Gelatin [10 wt%] ,1.8 Bar - 4.5 Bar,30,10,100 µm Cylindrical, ,""
https://10.1016/j.matlet.2018.01.032,Gelatin [15 wt%] ,0.6 Bar,37,15,250 µm Cylindrical, ,"Scaffolds were crosslinked with 12mg/ml EDC and 1.5mg/ml NHS for 4 Hours."
https://10.1371/journal.pone.0157214,Alginate [8 wt%] Gelatin [2 wt%] ,2 Bar - 3 Bar,35 - 37,10,250 µm Cylindrical,Primary Human Adipose Derived Stem Cells (3),""
https://10.1016/j.jmst.2016.01.007,Alginate [40 mg/mL] Gelatin [200 mg/ml] ,0.2 Bar,37,2,400 µm Cylindrical, ,"Scaffolds were first immersed into the CaCl2 solution, and then glutaraldehyde 1wt% for 30 minutes."
https://10.1002/adhm.201600095,Alginate [5 wt%] Chitosan Carboxymethyl [5 wt%] Agarose [1.5 wt%] ,1.5 Bar - 2 Bar,15,,200 µm Cylindrical,Human Neural Stem Cells (5),"CaCl2 crosslinking occurred post processing."
https://10.3390/app8091422,Alginate [3 wt%] ,0.2 Bar,18 - 20,8,200 µm Conical, ,"Crosslinked for a sufficient time to allow Ca2+ ions to penetrate and crosslink the whole structure."
https://10.1002/jbm.a.36333,Alginate [200 mg/mL] Silica Gel [200 mg/ml] ,0.5 Bar,37,8,410 µm Cylindrical, ,"Dispensed into a PEI solution - 40 mL of PEI (50% w/v in water) to 100 mL of ethanol."
https://10.3390/jfb8040048,Alginate [2 wt%] ,0.1 Bar,25,14,200 µm Conical, ,"Printed into CaCl2 and poly(ethyleneimine) solution"
https://10.1021/acsbiomaterials.6b00258,Alginate [2 wt%] ,0.1 Bar,25,7.5,200 µm Conical,Primary Chick Chondrocytes (5),"Printed into (50mM CaCl2 and .1wt% poly(ethyleneime) solution."
https://10.1021/acsbiomaterials.6b00258,Alginate [2 wt%] ,0.1 Bar,25,6.5,200 µm Conical,Primary Chick Chondrocytes (5),"Printed into (100mM CaCl2 and .1wt% poly(ethyleneime) solution."
https://10.1021/acsbiomaterials.6b00258,Alginate [2 wt%] ,0.1 Bar,25,5.5,200 µm Conical,Primary Chick Chondrocytes (5),"Printed into (200mM CaCl2 and .1wt% poly(ethyleneime) solution."
https://10.1089/ten.tec/2017.0346,Alginate [2.5 wt%] Carbon Nanotubes [0.625 wt%] ,0.1 Bar,22,8 - 10,250 µm Conical, ,"25 µg of carbon nanotubes/mg of Alginate was added to the hydrogel. CaCl2 and PEI were used to crosslink the alginate."
https://10.1089/ten.tec/2017.0346,Alginate [2.5 wt%] ,0.1 Bar,22,8 - 10,250 µm Conical, ,""
https://10.1089/ten.tec/2017.0346,Collagen Methacrylated [2.34 wt%] Carbon Nanotubes [0.117 wt%] ,,15,25 - 32,200 µm Conical,Human Coronary Artery Endothelial Cells (1),"5 µg carbon nanotubes/mg of Methacrylated collagen was added to the hydrogel. The hydrogel was crosslinked with ultraviolet light for 45 seconds"
https://10.1089/ten.tec/2017.0346,Collagen Methacrylated [2.34 wt%] ,,15,25 - 32,200 µm Conical,Human Coronary Artery Endothelial Cells (1),"The hydrogel was crosslinked with ultraviolet light for 45 seconds"
https://10.1021/acs.biomaterials.6b00196,Alginate [2.5 wt%] ,0.2 Bar,37,15,18 Gauge Cylindrical,Human Adipose Stem Cells (1.375),"Crosslinked post-print with CaCl2"
https://10.1021/acsbiomaterials.6b00196,Alginate [2.5 wt%] PLA Nanofibers [0.5 wt%] ,0.2 Bar,37,5,18 Gauge Cylindrical,Human Adipose Stem Cells (1.375),"Crosslinked post-print with CaCl2"
https://10.1089/3dp.2014.0006,Alginate [2.5 wt%] Hyaluronic Acid [0.25 wt%] ,1.2 Bar,,4,100 µm,Primary Rat Schwann Cells (5.2),"The hydrogel was printed into a 100mM CaCl2, PEI, and PVA solution for varying lengths of time."
https://10.1016/j.biomaterials.2014.07.002,Alginate [5 wt%] Gelatin [5 wt%] ,0.9 Bar,30,26,410 µm Cylindrical,Human Osteogenic Sarcoma Cells (0.5),"Dispensed into a solution consisting of 0.4% CaCl2 and polyphosphate at a ratio of 2:1."
https://https://proceedings.cmbes.ca/index.php/proceedings/article/view/770,Alginate [3 wt%] ,0.1 Bar,25,8,200 µm Conical,RSC96 Neuronal Schwann Cells (0.78),"Dispensed into a solution consisting of 50mMCaCl2, PEI, and Glycerol."
https://10.1021/acs.biomac.9b01112,PLLA [100 wt%] ,5 Bar - 8.5 Bar,220,4 - 45,400 µm Cylindrical, ,"PLLA MW = 145 kDa. Polymer degradation and MW reduction occurred at high temperatures needed to print."
https://10.1021/acs.biomac.9b01112,PCLA [100 wt%] ,7 Bar - 8.5 Bar,205,2 - 20,400 µm Cylindrical, ,"PCLA MW = 133 kDaPolymer degradation and MW reduction occurred at high temperatures needed to print."
https://10.1021/acs.biomac.9b01112,PLGA [100 wt%] ,5 Bar - 8.5 Bar,200,5 - 19,400 µm Cylindrical, ,"PLGA MW = 142 kDa. Polymer degradation and MW reduction occurred at high temperatures needed to print."
https://10.1021/acs.biomac.9b01112,PDLGA [100 wt%] ,7 Bar - 8.5 Bar,200,6 - 14,400 µm Cylindrical, ,"PDLGA MW = 98 kDa. Polymer degradation and MW reduction occurred at high temperatures needed to print."
https://10.1016/j.jbiotec.2018.08.019,PLA [75 wt%] Poly(3-hydroxybutyrate) (PHB) [25 wt%] ,5 Bar,180 - 230,3,600 µm Cylindrical, ,"The study examined the impact of material preparation conditions (drying) prior to 3D printing."
https://10.1021/acsbiomaterials.8b01277,Hyaluronic Acid Methacrylated [1 wt%] Hyaluronic Acid [3 wt%] Gelatin Methacrylated [4 wt%] Gelatin [2 wt%] ,3 Bar - 3.5 Bar,25,3 - 3.5,22 Gauge Cylindrical,Primary Human Adipose-derived Mesenchymal Stem Cells (1),"Whole construcst exposed to UV light for 45 seconds."
https://10.1021/acsbiomaterials.8b01277,Hyaluronic Acid Methacrylated [1.5 wt%] Hyaluronic Acid [3 wt%] Gelatin Methacrylated [1.5 wt%] Gelatin [3 wt%] ,3 Bar - 3.5 Bar,25,1.8 - 2.2,22 Gauge Cylindrical,21 PT Breast Cancer Cells (5),"Whole construcst exposed to UV light for 45 seconds."
https://10.1371/journal.pone.0216776,Gelatin Methacrylated [5 wt%] Gellan Gum [0.5 wt%] ,0.8 Bar,24 - 26,1.67,27 Gauge Cylindrical, ,"Constructs were UV-cured during print at 400mm/min UV scan speed per layer"
https://10.1371/journal.pone.0216776,Gelatin Methacrylated [7.5 wt%] Gellan Gum [0.1 wt%] ,,24 - 26,1.67,27 Gauge Cylindrical, ,"Constructs were UV-cured during print at 400mm/min UV scan speed per layer"
https://10.1371/journal.pone.0216776,Gelatin Methacrylated [10 wt%] Gellan Gum [0.1 wt%] ,,24 - 26,1.67,27 Gauge Cylindrical, ,"Constructs were UV-cured during print at 400mm/min UV scan speed per layer"
https://10.1371/journal.pone.0216776,Gelatin Methacrylated [10 wt%] Gellan Gum [0.2 wt%] ,2 Bar,24 - 26,1.67,27 Gauge Cylindrical, ,"Constructs were UV-cured during print at 400mm/min UV scan speed per layer"
https://10.1371/journal.pone.0216776,Gelatin Methacrylated [7.5 wt%] Gellan Gum [0.5 wt%] ,1.5 Bar,24 - 26,1.67,27 Gauge Cylindrical,C2C12 Myoblasts (4),"Constructs were UV-cured during print at 400mm/min UV scan speed per layer"
https://10.1371/journal.pone.0216776,Gelatin Methacrylated [7.5 wt%] Gellan Gum [0.2 wt%] ,1.2 Bar,24 - 26,1.67,27 Gauge Cylindrical,C2C12 Myoblasts (4),"Constructs were UV-cured during print at 400mm/min UV scan speed per layer"
https://10.1088/1758-5090/ab063f,Gelatin Methacrylated [10 wt%] ,1 Bar - 2 Bar,25 - 26,,27 Gauge Cylindrical,C2C12 Myoblasts (6),"UV crosslinking occurred post printing."
https://10.1088/1758-5090/8/3/035013,PCL [100 wt%] ,700 kPa,80,2.5 - 3.3333,250 µm Conical, ,"PCL Mol Wt = 65,000"
https://10.1088/1758-5090/8/3/035013,PLGA [100 wt%] ,600 kPa,140,4.166667,250 µm Conical, ,"PLGA Mol Wt = 50,000 - 75,000"
https://10.1088/1758-5090/8/3/035013,PLA [100 wt%] ,700 kPa,190,7.5,300 µm Conical, ,"PLA Mol Wt. = 10,000. PCL was used as a protectivve layer for the cell laden hydrogel when printing the PLGA or PLA."
https://10.1088/1758-5090/8/3/035013,Alginate [4 wt%] ,30 kPa,18,1.3333,21 Gauge Conical,NIH 3T3 Fibroblasts (1),"CaCl2 Crosslinking occurred post printing."
https://10.1016/jbioactmat.2020.04.017,PLGA [60 wt%] ,1.5 Bar - 2 Bar,,8,25 Gauge Cylindrical, ,"PLGA had an LA/GA=50/50. It was dissolved in Formic acid for printing"
https://10.1016/jbioactmat.2020.04.017,Pluronic F127 [40 wt%] ,1.5 Bar - 2 Bar,,11,25 Gauge Cylindrical, ,""
https://10.1016/j.jiec.2020.04.021,Gelatin Methacrylated [20 wt%] PLGA Nanofibers [1 wt%] ,10 kPa,35,3,400 µm Cylindrical,NIH 3T3 Fibroblasts (3.3333),"PLGA Nanofibers were fabricated via electrospinning. Crosslinking occurred post-printing."
https://10.1088/1758-5082/5/3/035001,Gelatin [20 wt%] Alginate [2 wt%] ,10 kPa - 20 kPa,37,7.5,830 µm Conical, ,"Multiple parameters were optimized. Hydrogel crosslinked post-print with 2% w/v CaCl2"
https://10.1088/1758-5082/5/3/035001,PEGDA [20 wt%] Alginate [10 wt%] ,7 kPa - 13 kPa,,7.5,610 µm Conical, ,"Multiple parameters were optimized. PEGDA was UV crosslinked with 1% Irgacure 2959"
https://10.1016/j.bprint.2018.e00038,PLGA [66 wt%] ,4 Bar,45,1,400 µm Cylindrical, ,"PLGA(85:15 LA:GA) was printed in a DMSO solution with various proteins."
https://10.1088/1758-5090/7/4/045002,Gelatin [5 wt%] Alginate [1 wt%] ,,20,0.03,25 Gauge Cylindrical,A549 Human Epithelial Cells (1),"Crosslinking occurred post-printing"
https://10.1088/1758-5090/7/4/045002,Gelatin [7 wt%] Alginate [1 wt%] ,,19,0.03,25 Gauge Cylindrical,A549 Human Epithelial Cells (1),"Crosslinking occurred post-printing"
https://10.1016/j.actbio.2020.07.016,Gelatin [4.1 wt%] Alginate [0.8 wt%] ,30 kPa - 40 kPa,10,2,27 Gauge Conical,Human Mesenchymal Stem Cells (5),"Crosslinking occurred post-printing"
https://10.1016/j.actbio.2020.07.016,Gelatin [4.1 wt%] Alginate [1.8 wt%] ,30 kPa - 40 kPa,10,2,27 Gauge Conical,Human Mesenchymal Stem Cells (5),"Crosslinking occurred post-printing"
https://10.1088/1758-5090/aa6265,pHPMA-lac-PEG Methacrylated [19.5 wt%] Hyaluronic Acid Methacrylated [0.5 wt%] ,100 kPa - 130 kPa,37,40,, ,"Methacrylated pHPMA-lac-PEG is a triblock coplymer composed of two poly[N-(2-hydroxypropyl) methacrylamide mono/dilactate]The triblock polymer has 10% methacrylation, and PEG block with 10MW. The PCL and the hydrogel were coprinted. Valve opening time varied from .0003 to .0013."
https://10.1088/1758-5090/aa6265,PCL [100 wt%] ,300 kPa,80,1,560 µm Conical, ,"After printing the entire construct was irradiated for an additional 69 seconds."
https://10.1088/1758-5090/8/4/045002,Agarose [2 wt%] ,200 kPa,37,,Cylindrical,Bone Marrow Derived Mesenchymal Stem Cells (20),""
https://10.1088/1758-5090/8/4/045002,Alginate [3.5 wt%] ,200 kPa,21,,Cylindrical,Bone Marrow Derived Mesenchymal Stem Cells (20),"Additional post crosslinking occurred with 50mM CaCl2 bath for 15 minutes."
https://10.1088/1758-5090/8/4/045002,BioINK [100 wt%] ,140 kPa,21,,Cylindrical,Bone Marrow Derived Mesenchymal Stem Cells (20),"BioINK is a commercially available specialty ink from RegenHU.ink . It is PEGMA based, and for crosslinking UV light was used for 15 minutes after printing."
https://10.1088/1758-5090/8/4/045002,Gelatin [10 wt%] ,60 kPa,28,,Cylindrical,Bone Marrow Derived Mesenchymal Stem Cells (20),"UV light was used for 15 minutes for post crosslinking."
https://10.1088/1758-5090/8/4/045002,PCL [100 wt%] ,450 kPa,70,,25 Gauge Cylindrical, ,"PCL molecular weight 45,000"
https://10.1088/1758-5090/aa8cb7,Poly(glycidol) Allyl Functionalized [5 wt%] Hyaluronic Acid Thiolated [5 wt%] Hyaluronic Acid [1 wt%] ,1 Bar,,,330 µm Cylindrical,Human Mesenchymal Stem Cells (6),"P(AGE-co-G) stands for poly(allyl glycidyl ether-co-glycidyl)."
https://10.1088/1758-5090/aa8cb7,PCL [100 wt%] ,3 Bar,93,5,250 µm Cylindrical, ,""
https://10.1007/s10856-020-06374-w,Gelatin Methacrylated [10 wt%] ,50 kPa,23,5,25 Gauge Conical,Adipose-Derived Mesenchymal Stem Cells (4),"Crosslinking occurred post printing. Note: Paper reports that the printhead was at a temperature of 19C, but the cartridge heater was set to 23C."
https://10.1007/s10856-019-6335-6,PCL [100 wt%] ,,160,12,420 µm Cylindrical, ,"80,000 g/mol PCL. FDM nozzle speed of 4 mm/s"
https://10.1002/jbmm.a.35393,Gelatin [10 wt%] Alginate [2 wt%] ,,40,2,27 Gauge Conical,Human Mesenchymal Stem Cells (10),"Crosslinking occurred post printing"
https://10.1002/jbmm.a.35393,Gelatin [10 wt%] ,,40,2,27 Gauge Conical, ,"Thermally dissipated after printing to create hollow channels."
https://10.1021/acsami.9b19037,Gelatin Methacrylated [7.5 wt%] Kappa Carrageenan [1 wt%] Nanosilicates [2 wt%] ,,40,15,400 µm Conical,Primary Human Bone Marrow-Derived Human Mesenchymal Stem Cells ,"Crosslinking occurred post printing"
https://10.1021/acsami.7b13602,Nanosilicates [6 wt%] Kappa Carrageenan [2.5 wt%] ,,40,4,23 Gauge Cylindrical,MC3T3-E1 Osteoblasts ,"Material flow rate of 0.3 mL/h. Crosslinking occurred post printing"
https://10.1002/adhm.201901580,Gelatin Methacrylated [10 wt%] Kappa Carrageenan [1 wt%] Nanosilicates [2 wt%] ,,37,20,400 µm Cylindrical, ,"Crosslinking occurred post printing"
https://10.1016/j.msec.2019.110530,Alginate [2 wt%] Gelatin [8 wt%] ,,28,3.5,160 µm Cylindrical,Primary Rat Schwann Cells (2),"Crosslinking occurred post printing"
https://10.1016/j.actbio.2018.01.044,Polyurethane [25 wt%] ,80 kPa,37,8,410 µm Cylindrical,Primary Human Dermal Fibroblasts (1),""
https://10.1088/1758-5082/6/3/035001,Gelatin [10 wt%] Alginate [1 wt%] Fibrinogen [2 wt%] ,,25,,25 Gauge Cylindrical,Hela Pancreatic Cancer Cells (1),"3wt% CaCl2 was gently added to the construct. After printing the construct was immersed in 20 U ml-1 thrombin for 15 minutes."
https://10.1088/1758-5090/aacfc3,Hydroxypropyl Chitin [3 wt%] ,,37,5,260 µm Cylindrical,Human Induced Pluripotent Stem Cells (1),"A variety of printing pressures, concentrations, and speeds were tested. Furthermore, at 37 C printability was high, however cell viability was low."
https://10.1088/1758-5090/aba503,Gelatin Methacrylated [7.5 wt%] Alginate [2 wt%] ,50 kPa - 100 kPa,25,2 - 6,23 Gauge Cylindrical,Human Umbilical Vein Endothelial Cells (8),"Crosslinking occurred post printing."
https://10.1088/1758-5090/aba503,Gelatin Methacrylated [10 wt%] Alginate [1 wt%] ,50 kPa - 100 kPa,25,2 - 6,23 Gauge Cylindrical,Human Umbilical Vein Endothelial Cells (8),"Crosslinking occurred post printing."
https://10.1088/1758-5090/aba503,Gelatin Methacrylated [10 wt%] Alginate [2 wt%] ,50 kPa - 100 kPa,25,2 - 6,23 Gauge Cylindrical,Human Umbilical Vein Endothelial Cells (8),"Crosslinking occurred post printing."
https://10.1088/1758-5090/ab98e5,Alginate [2 wt%] ,17 kPa,25,4,410 µm Cylindrical,NIH 3T3 Fibroblasts (1),"Precrosslinking was done with the CaCO3. Post printing crosslinking was done with 100mM CaCl2 for 10 minutes."
https://10.1088/1758-5090/ab8708,PCL [100 wt%] ,1 Bar,78,6,30 Gauge Cylindrical, ,"50,000 g/mol molecular weight of PCL"
https://10.1088/1758-5090/ab8708,Alginate [3.5 wt%] ,0.5 Bar,25,4,23 Gauge Conical,Primary Porcine Bone Marrow Stromal Cells (15),"PCL scaffolds were first immersed in 45mM CaCl2 overnight to initiate crosslinking process during the printing of the hydrogel. Bone marrow-reived stromal cells and chondrocytes were added at a 3:1 ratio."
https://10.1088/1758-5090/ab8708,Alginate [3.5 wt%] ,0.5 Bar,25,4,24 Gauge Conical,Primary Porcine Cartilage Chondrocytes (5),"PCL scaffolds were first immersed in 45mM CaCl2 overnight to initiate crosslinking process during the printing of the hydrogel. Bone marrow-reived stromal cells and chondrocytes were added at a 3:1 ratio."
https://10.1088/1758-5090/ab8708,Gelatin Methacrylated [5 wt%] ,0.3 Bar,13,2,25 Gauge Conical,Primary Porcine Bone Marrow Stromal Cells (15),"PCL scaffolds were first immersed in 45mM CaCl2 overnight to initiate crosslinking process during the printing of the hydrogel. Bone marrow-reived stromal cells and chondrocytes were added at a 3:1 ratio."
https://10.1088/1758-5090/ab8708,Gelatin Methacrylated [5 wt%] ,0.3 Bar,13,2,26 Gauge Conical,Primary Porcine Cartilage Chondrocytes (5),"PCL scaffolds were first immersed in 45mM CaCl2 overnight to initiate crosslinking process during the printing of the hydrogel. Bone marrow-reived stromal cells and chondrocytes were added at a 3:1 ratio."
https://10.1088/1758-5090/ab8708,Alginate [3.5 wt%] Gelatin Methacrylated [5 wt%] ,1.3 Bar,13,4,27 Gauge Conical,Primary Porcine Bone Marrow Stromal Cells (15),"PCL scaffolds were first immersed in 45mM CaCl2 overnight to initiate crosslinking process during the printing of the hydrogel. Bone marrow-reived stromal cells and chondrocytes were added at a 3:1 ratio."
https://10.1088/1758-5090/ab8708,Alginate [3.5 wt%] Gelatin Methacrylated [5 wt%] ,1.3 Bar,13,4,28 Gauge Conical,Primary Porcine Cartilage Chondrocytes (5),"PCL scaffolds were first immersed in 45mM CaCl2 overnight to initiate crosslinking process during the printing of the hydrogel. Bone marrow-reived stromal cells and chondrocytes were added at a 3:1 ratio."
